sgRNA	Gene	plasmid	ESC1
chr5:33661581-33661604	TACC3	43.65799690047632	112.02263949425249
chr1:139248482-139248505	CRB1	36.06530178735	22.839567275527205
chr5:111419889-111419912	MN1	31.319867341646056	3.262795325075315
chr1:92983001-92983024	GPR35	35.116214898209215	31.540354809061377
chr1:160930247-160930270	RC3H1	64.53790846157369	126.16141923624551
chr5:33663820-33663843	TACC3	17.08356400453421	3.262795325075315
chr11:67334962-67334985	MYH13	18.032650893675	0.0
chr17:36989051-36989074	H2-M5	27.523519785082897	26.10236260060252
chr1:180106130-180106153	CDC42BPA	39.86164934391316	101.14665507733477
chr17:72848617-72848640	YPEL5	22.778085339378947	29.365157925677835
chr13:23357193-23357216	ZFP322A	49.35251823532106	51.11712675951327
chr11:70005501-70005524	DVL2	18.98173778281579	2.1751968833835433
chr18:34610599-34610622	BRD8	54.097952681025006	116.37303326101957
chr19:37945653-37945676	MYOF	32.268954230786846	27.189961042294293
chr1:65121328-65121351	D630023F18RIK	19.93082467195658	0.0
chr2:51952858-51952881	NMI	82.57055935524869	128.33661611962907
chr7:24544916-24544939	2310033E01RIK	44.60708378961711	15.226378183684803
chr8:11239022-11239045	COL4A1	37.96347556563158	21.751968833835434
chr1:59949150-59949173	FAM117B	60.74156090501053	63.080709618122754
chr6:124832232-124832255	CDCA3	67.38516912899605	32.62795325075315
chr7:43411078-43411101	SIGLECG	38.91256245477237	85.92027689364996
chr19:32486315-32486338	MINPP1	89.21416757923421	149.0009865117727
chr2:93861837-93861860	ACCSL	35.116214898209215	59.817914293047444
chr7:103320565-103320588	OLFR597	87.31599380095264	69.60630026827339
chr4:119232370-119232393	AU022252	22.778085339378947	16.313976625376576
chr19:11772951-11772974	MRPL16	107.24681847290921	47.85433143443795
chr4:127312511-127312534	GJA4	43.65799690047632	38.06594545921201
chr7:45498886-45498909	NUCB1	18.032650893675	0.0
chr7:133699162-133699185	UROS	34.16712800906842	21.751968833835434
chr2:121070818-121070841	TGM5	22.778085339378947	22.839567275527205
chr5:137747324-137747347	TSC22D4	60.74156090501053	149.0009865117727
chr9:76056208-76056231	HMGCLL1	54.097952681025006	67.43110338488984
chr1:6248428-6248451	RB1CC1	59.79247401586974	31.540354809061377
chr10:78714366-78714389	CASP14	18.98173778281579	51.11712675951327
chr11:95261797-95261820	TAC4	62.63973468329211	63.080709618122754
chr6:124861334-124861357	GPR162	62.63973468329211	45.67913455105441
chr7:92661867-92661890	PCF11	59.79247401586974	68.51870182658162
chr7:132850675-132850698	METTL10	65.48699535071448	5.437992208458859
chr14:32092106-32092129	OXNAD1	73.07969046384079	81.56988312688287
chr10:103223735-103223758	LRRIQ1	30.370780452505265	28.277559483986064
chr7:100938851-100938874	P2RY6	37.01438867649079	88.0954737770335
chr5:120771189-120771212	OAS3	72.1306035747	245.7972478223404
chr11:73166172-73166195	P2RX5	17.08356400453421	9.788385975225944
chr7:140652403-140652426	OLFR53	69.28334290727764	63.080709618122754
chr7:102928033-102928056	OLFR572	62.63973468329211	155.52657716192334
chr8:106874149-106874172	HAS3	15.185390226252633	69.60630026827339
chr7:11847029-11847052	VMN1R74	48.40343134618027	81.56988312688287
chr19:12674639-12674662	OLFR1442	58.84338712672895	30.452756367369606
chr18:37334793-37334816	PCDHB6	43.65799690047632	101.14665507733477
chr16:58448847-58448870	DCBLD2	62.63973468329211	195.7677195045189
chrX:72382826-72382849	MAGEA10	66.43608223985527	87.00787533534174
chr5:107723347-107723370	GFI1	16.134477115393423	44.591536109362636
chr7:28782770-28782793	SIRT2	39.86164934391316	17.401575067068347
chr4:62428393-62428416	RNF183	24.67625911766053	0.0
chr4:114987007-114987030	CMPK1	138.56668581455529	79.39468624349934
chr5:147383383-147383406	FLT3	70.23242979641843	29.365157925677835
chr11:97666857-97666880	MLLT6	88.26508069009343	28.277559483986064
chr19:4102870-4102893	PITPNM1	26.574432895942106	14.138779741993032
chr15:34838629-34838652	KCNS2	43.65799690047632	41.32874078428733
chr2:130395855-130395878	CPXM1	60.74156090501053	56.55511896797213
chr2:121077009-121077032	TGM5	41.75982312219474	16.313976625376576
chr15:90679178-90679201	CPNE8	12.338129558830264	9.788385975225944
chr3:51664562-51664585	MGST2	39.86164934391316	17.401575067068347
chr2:79354953-79354976	CERKL	80.67238557696712	240.35925561388154
chr13:112533824-112533847	IL31RA	83.51964624438948	95.7086628688759
chr17:46686614-46686637	PPP2R5D	55.04703957016579	122.8986239111702
chr11:97316881-97316904	MRPL45	28.472606674223687	5.437992208458859
chr2:163495757-163495780	R3HDML	105.34864469462764	76.13189091842402
chr17:46301747-46301770	DLK2	33.21804111992763	63.080709618122754
chr8:94913101-94913124	CCDC102A	22.778085339378947	82.65748156857465
chr1:183098626-183098649	DISP1	25.62534600680132	76.13189091842402
chr17:34049613-34049636	COL11A2	24.67625911766053	0.0
chr7:12193427-12193450	VMN1R80	38.91256245477237	108.75984416917717
chr17:57053794-57053817	SLC25A23	30.370780452505265	19.57677195045189
chr9:64020610-64020633	SMAD6	23.727172228519738	14.138779741993032
chr8:71545338-71545361	FAM125A	11.389042669689474	0.0
chr11:115935402-115935425	SAP30BP	93.95960202493816	53.29232364289681
chr13:31807356-31807379	FOXC1	53.14886579188421	13.05118130030126
chr11:73166308-73166331	P2RX5	69.28334290727764	106.58464728579362
chr7:92088603-92088626	DLG2	70.23242979641843	145.7381911866974
chr6:129595428-129595451	KLRD1	36.06530178735	112.02263949425249
chr8:107392120-107392143	NQO1	38.91256245477237	81.56988312688287
chr11:73214144-73214167	SHPK	81.6214724661079	91.35826910210882
chr11:84104243-84104266	TADA2A	24.67625911766053	13.05118130030126
chr19:5729318-5729341	FAM89B	21.82899845023816	53.29232364289681
chr17:34610584-34610607	AGPAT1	28.472606674223687	64.16830805981454
chr13:97191211-97191234	HEXB	56.945213348447375	7.6131890918424014
chr2:85769993-85770016	OLFR1013	36.06530178735	53.29232364289681
chr9:43111762-43111785	TMEM136	122.43220869916185	84.83267845195819
chr2:119035198-119035221	RPUSD2	22.778085339378947	31.540354809061377
chr1:93775661-93775684	ATG4B	15.185390226252633	11.963582858609488
chr17:36773346-36773369	H2-M10.5	65.48699535071448	100.05905663564299
chr7:45702528-45702551	CAR11	31.319867341646056	1.0875984416917717
chr19:12099063-12099086	OLFR1427	70.23242979641843	58.73031585135567
chrX:145340930-145340953	LHFPL1	24.67625911766053	57.642717409663895
chr2:85785940-85785963	OLFR1015	45.556170678757894	35.89074857582847
chr18:61009426-61009449	SLC6A7	68.33425601813684	43.50393766767087
chr17:34054181-34054204	COL11A2	13.287216447971053	30.452756367369606
chr8:86550558-86550581	ABCC12	54.097952681025006	104.40945040241007
chr2:164431227-164431250	SDC4	37.01438867649079	16.313976625376576
chr9:37427771-37427794	ROBO3	55.99612645930658	107.67224572748539
chr14:47381662-47381685	LGALS3	28.472606674223687	0.0
chr17:27877370-27877393	UHRF1BP1	45.556170678757894	29.365157925677835
chr2:111229245-111229268	4930430A15RIK	29.421693563364474	36.978347017520235
chr9:110455444-110455467	KLHL18	55.04703957016579	41.32874078428733
chr5:137747525-137747548	TSC22D4	6.6436082239855265	0.0
chr1:180734460-180734483	ACBD3	42.708910011335526	47.85433143443795
chr4:126180567-126180590	THRAP3	24.67625911766053	30.452756367369606
chr18:10726420-10726443	MIB1	37.96347556563158	45.67913455105441
chr6:39404841-39404864	MKRN1	23.727172228519738	4.350393766767087
chrX:44367775-44367798	DCAF12L2	13.287216447971053	0.0
chr5:116180840-116180863	CCDC60	20.87991156109737	0.0
chr4:86664421-86664444	PLIN2	25.62534600680132	8.700787533534173
chr9:41157287-41157310	UBASH3B	37.01438867649079	91.35826910210882
chr15:69013369-69013392	KHDRBS3	16.134477115393423	22.839567275527205
chr3:36959488-36959511	4932438A13RIK	56.945213348447375	144.65059274500564
chr3:88326126-88326149	0610031J06RIK	46.50525756789869	90.27067066041705
chr11:97673849-97673872	MLLT6	5.694521334844737	2.1751968833835433
chr3:107967591-107967614	GSTM3	105.34864469462764	47.85433143443795
chr10:79809472-79809495	PALM	83.51964624438948	18.489173508760118
chr6:132754904-132754927	TAS2R124	72.1306035747	46.766732992746185
chr7:104588192-104588215	OLFR654	50.301605124461844	45.67913455105441
chr9:66794193-66794216	APH1B	13.287216447971053	25.014764158910747
chrX:101084094-101084117	SLC7A3	39.86164934391316	87.00787533534174
chr2:3348265-3348288	OLAH	60.74156090501053	109.84744261086894
chr1:134407056-134407079	CYB5R1	86.36690691181185	129.42421456132084
chr8:106874100-106874123	HAS3	40.81073623305395	71.78149715165694
chr7:89407081-89407104	FZD4	11.389042669689474	22.839567275527205
chr15:54588372-54588395	MAL2	53.14886579188421	16.313976625376576
chr15:43507679-43507702	TTC35	28.472606674223687	38.06594545921201
chr10:62469893-62469916	VPS26A	17.08356400453421	14.138779741993032
chr18:43766843-43766866	SCGB3A2	68.33425601813684	77.21948936011579
chr7:120174036-120174059	ANKS4B	39.86164934391316	90.27067066041705
chr2:31280760-31280783	NCS1	19.93082467195658	15.226378183684803
chr18:35979625-35979648	PSD2	65.48699535071448	79.39468624349934
chr17:24658214-24658237	NPW	80.67238557696712	91.35826910210882
chr19:10417990-10418013	SYT7	21.82899845023816	80.4822846851911
chr13:98636986-98637009	TMEM174	21.82899845023816	11.963582858609488
chr18:34592965-34592988	4933408B17RIK	17.08356400453421	2.1751968833835433
chr4:132732326-132732349	XKR8	8.541782002267105	21.751968833835434
chr5:131081679-131081702	WBSCR17	34.16712800906842	25.014764158910747
chr12:85095122-85095145	PROX2	36.06530178735	20.664370392143663
chrX:9948904-9948927	SYTL5	40.81073623305395	50.029528317821494
chr11:87583569-87583592	SEP-04	45.556170678757894	18.489173508760118
chr8:13167936-13167959	LAMP1	75.92695113126317	26.10236260060252
chr2:150688719-150688742	VSX1	39.86164934391316	76.13189091842402
chr6:52245532-52245555	HOXA11	23.727172228519738	9.788385975225944
chr1:6240180-6240203	RB1CC1	38.91256245477237	20.664370392143663
chr16:20312284-20312307	CYP2AB1	27.523519785082897	18.489173508760118
chr19:3864697-3864720	CHKA	4.745434445703948	0.0
chr2:154596200-154596223	PXMP4	65.48699535071448	54.379922084588586
chr13:58051040-58051063	KLHL3	94.90868891407895	117.46063170271134
chr11:115604789-115604812	MRPS7	21.82899845023816	5.437992208458859
chr18:61220792-61220815	PDE6A	19.93082467195658	31.540354809061377
chr14:30479755-30479778	DCP1A	34.16712800906842	52.20472520120504
chr15:103309382-103309405	GPR84	64.53790846157369	31.540354809061377
chr17:70996696-70996719	MYL12A	33.21804111992763	40.24114234259555
chr3:96649654-96649677	ITGA10	47.454344457039475	64.16830805981454
chr2:154206459-154206482	BPIFB1	33.21804111992763	7.6131890918424014
chr16:10835268-10835291	A630055G03RIK	55.04703957016579	14.138779741993032
chr5:100846929-100846952	AGPAT9	79.72329868782631	147.91338807008094
chr17:34051956-34051979	COL11A2	60.74156090501053	21.751968833835434
chr15:98168493-98168516	AI836003	45.556170678757894	35.89074857582847
chr12:110813563-110813586	STK30	55.99612645930658	57.642717409663895
chr12:24680706-24680729	CYS1	21.82899845023816	15.226378183684803
chr5:137295072-137295095	UFSP1	47.454344457039475	59.817914293047444
chr19:8946365-8946388	MTA2	30.370780452505265	56.55511896797213
chrX:20672442-20672465	UBA1	47.454344457039475	28.277559483986064
chr6:55173326-55173349	INMT	36.06530178735	32.62795325075315
chr12:40636129-40636152	DOCK4	28.472606674223687	6.52559065015063
chr17:35096342-35096365	ABHD16A	63.5888215724329	61.993111176430986
chr5:24452415-24452438	AGAP3	91.11234135751579	185.97933352929294
chr11:103078404-103078427	PLCD3	53.14886579188421	46.766732992746185
chr11:120421462-120421485	NPLOC4	55.04703957016579	28.277559483986064
chr19:53912843-53912866	PDCD4	48.40343134618027	83.74508001026642
chr2:29788556-29788579	COQ4	75.92695113126317	6.52559065015063
chr11:101093754-101093777	PSMC3IP	54.097952681025006	57.642717409663895
chr16:11985107-11985130	SHISA9	13.287216447971053	26.10236260060252
chr2:136770115-136770138	SNAP25	66.43608223985527	151.17618339515627
chr14:55826423-55826446	NFATC4	19.93082467195658	23.927165717218976
chr3:10206054-10206077	FABP4	71.18151668555922	191.4173257377518
chr2:154603522-154603545	PXMP4	20.87991156109737	18.489173508760118
chr4:88755285-88755308	GM13271	61.69064779415132	91.35826910210882
chr17:31459136-31459159	PDE9A	23.727172228519738	20.664370392143663
chr3:123606997-123607020	NDST3	76.87603802040395	66.34350494319807
chr15:76723675-76723698	C030006K11RIK	54.097952681025006	133.7746083280879
chr15:78540064-78540087	SSTR3	21.82899845023816	3.262795325075315
chr1:174430584-174430607	OLFR414	36.06530178735	58.73031585135567
chr1:166269542-166269565	ILDR2	32.268954230786846	15.226378183684803
chr7:25913955-25913978	CYP2B10	98.70503647064211	160.9645693703822
chr15:25364776-25364799	BASP1	22.778085339378947	2.1751968833835433
chr9:64020866-64020889	SMAD6	8.541782002267105	7.6131890918424014
chr8:116954849-116954872	ATMIN	74.97786424212238	68.51870182658162
chr10:79815201-79815224	PALM	15.185390226252633	7.6131890918424014
chr2:120986857-120986880	TMEM62	81.6214724661079	87.00787533534174
chr19:38837314-38837337	TBC1D12	55.04703957016579	57.642717409663895
chr5:27498793-27498816	SPEER4B	1.898173778281579	0.0
chr1:154204833-154204856	ZFP648	24.67625911766053	133.7746083280879
chr3:92317727-92317750	SPRR2B	79.72329868782631	145.7381911866974
chr17:31414149-31414172	PDE9A	8.541782002267105	3.262795325075315
chr4:56787850-56787873	IKBKAP	18.032650893675	6.52559065015063
chr11:120494527-120494550	SLC25A10	37.96347556563158	60.90551273473921
chr12:84875797-84875820	LTBP2	37.96347556563158	11.963582858609488
chr2:119035393-119035416	RPUSD2	16.134477115393423	0.0
chr17:69387758-69387781	ZFP161	46.50525756789869	31.540354809061377
chr7:105481805-105481828	PRKCDBP	33.21804111992763	6.52559065015063
chr9:38026136-38026159	OLFR883	95.85777580321974	61.993111176430986
chr11:49260828-49260851	MGAT1	19.93082467195658	17.401575067068347
chr11:115960507-115960530	SAP30BP	42.708910011335526	50.029528317821494
chr7:28835826-28835849	LGALS4	83.51964624438948	83.74508001026642
chr15:98120864-98120887	PFKM	19.93082467195658	2.1751968833835433
chr6:122833278-122833301	FOXJ2	3.796347556563158	3.262795325075315
chr3:123607006-123607029	NDST3	49.35251823532106	107.67224572748539
chr1:160940024-160940047	RC3H1	86.36690691181185	156.6141756036151
chr13:94997155-94997178	WDR41	29.421693563364474	58.73031585135567
chr2:12405868-12405891	FAM188A	68.33425601813684	79.39468624349934
chr4:152297495-152297518	ICMT	14.236303337111844	17.401575067068347
chr7:24595018-24595041	ETHE1	27.523519785082897	41.32874078428733
chr10:75927223-75927246	MMP11	57.89430023758816	95.7086628688759
chr9:95670104-95670127	PCOLCE2	43.65799690047632	123.98622235286197
chr16:22862628-22862651	DNAJB11	42.708910011335526	2.1751968833835433
chr13:94877206-94877229	OTP	16.134477115393423	1.0875984416917717
chr8:107057305-107057328	NIP7	43.65799690047632	8.700787533534173
chr7:64388949-64388972	MPHOSPH10	46.50525756789869	15.226378183684803
chr4:93335194-93335217	TUSC1	23.727172228519738	30.452756367369606
chr17:70996695-70996718	MYL12A	58.84338712672895	93.53346598549237
chr10:79891752-79891775	CFD	43.65799690047632	8.700787533534173
chr15:48001603-48001626	CSMD3	24.67625911766053	0.0
chr2:85414310-85414333	OLFR993	110.09407914033159	200.11811327128598
chr11:73375070-73375093	OLFR376	61.69064779415132	116.37303326101957
chr4:82991493-82991516	FREM1	48.40343134618027	41.32874078428733
chr9:22424772-22424795	9530077C05RIK	28.472606674223687	32.62795325075315
chr9:64020374-64020397	SMAD6	22.778085339378947	21.751968833835434
chr7:63919315-63919338	E030018B13RIK	21.82899845023816	0.0
chr2:93643077-93643100	ALX4	60.74156090501053	131.59941144470437
chr13:8958524-8958547	IDI2	36.06530178735	16.313976625376576
chr16:64926779-64926802	HTR1F	23.727172228519738	43.50393766767087
chr15:73544384-73544407	DENND3	39.86164934391316	73.95669403504047
chr9:107548671-107548694	ZMYND10	39.86164934391316	139.21260053654677
chr13:94877505-94877528	OTP	48.40343134618027	55.46752052628035
chr9:59436756-59436779	ARIH1	62.63973468329211	0.0
chr4:155250579-155250602	2610002J02RIK	32.268954230786846	30.452756367369606
chr13:21658783-21658806	OLFR1361	54.097952681025006	7.6131890918424014
chr5:137294989-137295012	UFSP1	12.338129558830264	10.875984416917717
chr14:25644837-25644860	ZMIZ1	20.87991156109737	6.52559065015063
chr7:127591420-127591443	RNF40	23.727172228519738	0.0
chr3:100964044-100964067	TTF2	19.93082467195658	6.52559065015063
chr16:76294444-76294467	NRIP1	49.35251823532106	80.4822846851911
chrX:16768443-16768466	MAOB	9.490868891407896	0.0
chr1:193327954-193327977	LAMB3	88.26508069009343	94.62106442718414
chr2:150688761-150688784	VSX1	4.745434445703948	0.0
chr5:107721542-107721565	GFI1	24.67625911766053	29.365157925677835
chr3:62603778-62603801	GPR149	50.301605124461844	7.6131890918424014
chr19:37995443-37995466	MYOF	43.65799690047632	156.6141756036151
chr5:52368215-52368238	SOD3	56.945213348447375	125.07382079455374
chr5:24487881-24487904	AGAP3	48.40343134618027	56.55511896797213
chr11:118513140-118513163	RBFOX3	59.79247401586974	57.642717409663895
chr18:61253783-61253806	PDE6A	10.439955780548685	1.0875984416917717
chr10:75125026-75125049	BCR	61.69064779415132	81.56988312688287
chr14:56552683-56552706	CENPJ	45.556170678757894	46.766732992746185
chr7:48388904-48388927	MRGPRB8	75.92695113126317	58.73031585135567
chr5:97391999-97392022	NAA11	10.439955780548685	11.963582858609488
chr5:113097790-113097813	2900026A02RIK	31.319867341646056	5.437992208458859
chr19:10535207-10535230	CPSF7	26.574432895942106	21.751968833835434
chr8:27228102-27228125	ADRB3	39.86164934391316	33.71555169244492
